claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions
A0018-SP32C9008706,A0018-SP32C9008706-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,-,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,총수출액,"반도체, 수출액, 역대 최대, 산업통상자원부, 관세청",-,-,-,반도체,-,-,-,2024,-,Y,확정,6838억달러,KOSIS_VALUE,hcx,총수출액,반도체,2024,Y,hcx,현재값,683800000000,-,-,N,달러,수준값,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2024,,달러,달러,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0018-SP32C9008706,A0018-SP32C9008706-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,-,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,총수출액,"반도체, 수출액, 역대 최대, 산업통상자원부, 관세청",-,-,-,반도체,-,-,-,2024,-,Y,확정,1006조원,KOSIS_VALUE,hcx,총수출액,반도체,2024,Y,hcx,현재값,1006000000000000,-,-,Y,원,수준값,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2024,,원,원,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0018-SP32C9008706,A0018-SP32C9008706-m3,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,-,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,국내공식통계,Y,무역,총수출액 증감률,"반도체, 수출액, 역대 최대, 산업통상자원부, 관세청",-,-,-,반도체,-,-,-,2024,-,Y,확정,8.2%,KOSIS_VALUE,hcx,총수출액 증감률,반도체,2023,Y,hcx,증감률,8.2,-,-,N,%,증감률,증가,전년,[검증 대상 문장] 작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2023,COMPARISON_PERIOD_TO_TARGET,%,%,rate,rate_change,item,2023,Y,Y,,,READY,ELIGIBLE,
A0018-SPBAED6BB4CA,A0018-SPBAED6BB4CA-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,작년 한 해 전체 수출액이 6838억달러(약 1006조원)로 2023년에 비해 8.2% 증가했다고 산업통상자원부와 관세청이 1일 밝혔다.,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,국내공식통계,Y,무역,총 수출액 증감,"반도체, 수출액, 역대 최대 실적",-,-,-,반도체,-,-,-,2022,-,Y,확정,2억달러,KOSIS_VALUE,hcx,총 수출액 증감,반도체,2022,Y,hcx,증감값,200000000,-,-,N,달러,증감량,증가,전년동기,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2022,,달러,달러,currency,absolute_change,item,2021,Y,Y,,,READY,ELIGIBLE,
A0018-SP2F67F9842A,A0018-SP2F67F9842A-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,기존 역대 최대 규모였던 2022년 기록(6836억달러)을 2억달러 웃돌아 역대 최대 수출 실적을 달성했다.,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",국내공식통계,Y,무역,수출액,"반도체, 수출액, 역대 최대치",-,-,-,반도체,-,-,-,2024,-,Y,확정,1419억달러,KOSIS_VALUE,hcx,수출액,반도체,2024,Y,hcx,현재값,141900000000,-,-,N,달러,수준값,증가,전년,[검증 대상 문장] 주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,2024,Y,2024,,달러,달러,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0018-SP33EC69A061,A0018-SP33EC69A061-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,국내공식통계,Y,무역,수입액 증감률,"작년, 수입액, 전년, 감소, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,1.6%,KOSIS_VALUE,hcx,수입액 증감률,-,2024,Y,hcx,증감률,1.6,-,-,N,%,증감률,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수입액,,2024,Y,2024,,%,%,rate,rate_change,unspecified,2023,Y,Y,,,READY,ELIGIBLE,
A0018-SP33EC69A061,A0018-SP33EC69A061-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,국내공식통계,Y,무역,수입액,"작년, 수입액, 전년, 감소, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,6320억달러,KOSIS_VALUE,hcx,수입액,-,2024,Y,hcx,현재값,632000000000,-,-,N,달러,수준값,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수입액,,2024,Y,2024,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0018-SP33EC69A061,A0018-SP33EC69A061-m3,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",주력 수출 품목인 반도체 수출액이 1419억달러로 역대 최대치를 고쳐 쓰면서 수출 증가세를 주도했다.,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,국내공식통계,Y,무역,무역 흑자,"작년, 수입액, 전년, 감소, 무역 흑자",-,-,-,,-,-,-,2024,-,Y,확정,518억달러,KOSIS_VALUE,hcx,무역 흑자,-,2024,Y,hcx,현재값,51800000000,-,-,N,달러,수준값,감소,전년,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수입액,,2024,Y,2024,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0018-SP6B44F499DC,A0018-SP6B44F499DC-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,"작년 한국의 수입액은 전년보다 1.6% 감소한 6320억달러로, 518억달러의 무역 흑자를 기록했다.",무역수지는 반도체 수출 부진 여파로 2022·2023년 2년 연속 적자를 봤다가 작년에 3년 만에 다시 흑자로 돌아섰다.,국내공식통계,N,무역,흑자 폭,"작년, 흑자, 2018년, 6년, 최대",-,-,-,,-,-,-,2018,-,Y,확정,697억달러,KOSIS_VALUE,hcx,흑자 폭,-,2018,Y,hcx,현재값,69700000000,-,-,N,달러,수준값,유지,전년,작년 흑자 폭은 2018년(697억달러 흑자) 이후 6년 만에 최대다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,흑자 폭,,2024,Y,2018,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0018-SP6C1F318589,A0018-SP6C1F318589-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,지난달 수출액은 월간 기준으로 역대 최고치다.,국내공식통계,Y,무역,총수출액,"수출, 역대 최대 실적, 반도체, 작년, 12월",-,-,-,,-,-,-,202412,-,M,확정,613억8000만달러,KOSIS_VALUE,hcx,총수출액,-,2024-12,M,hcx,현재값,61380000000,-,-,N,달러,수준값,증가,전년동월,[검증 대상 문장] 작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,M,2024-12,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0018-SP6C1F318589,A0018-SP6C1F318589-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,지난달 수출액은 월간 기준으로 역대 최고치다.,국내공식통계,Y,무역,수출 증가율,"수출, 역대 최대 실적, 반도체, 작년, 12월",-,-,-,,-,-,-,202412,-,M,확정,6.6%,KOSIS_VALUE,hcx,수출 증가율,-,2024-12,M,hcx,증감률,6.6,-,-,N,%,증감률,증가,전년동월,[검증 대상 문장] 작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,M,2024-12,,%,%,rate,rate_change,unspecified,202312,Y,Y,,,READY,ELIGIBLE,
A0018-SP6C1F318589,A0018-SP6C1F318589-m4,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,작년 수출이 역대 최대 실적을 달성한 것은 4개월 연속 둔화세를 보이던 수출이 지난달 선방했기 때문이다.,지난달 수출액은 월간 기준으로 역대 최고치다.,국내공식통계,Y,무역,수출 증가율,"수출, 역대 최대 실적, 반도체, 작년, 12월",-,-,-,,-,-,-,202411,-,M,확정,1.4%,KOSIS_VALUE,hcx,수출 증가율,-,2024-11,M,hcx,증감률,1.4,-,-,N,%,증감률,증가,전월,[검증 대상 문장] 작년 12월 수출은 613억8000만달러로 1년 전 대비 6.6% 늘어 한 달 전(1.4%)에 비해 오름폭을 키웠다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,M,2024-11,,%,%,rate,rate_change,unspecified,202410,Y,Y,,,READY,ELIGIBLE,
A0018-SP8114050F3A,A0018-SP8114050F3A-m1,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,지난달 수출액은 월간 기준으로 역대 최고치다.,"다만, 또 다른 수출 효자 품목인 자동차 수출의 부진과 관세 장벽 강화를 내세운 미국의 트럼프 2기 행정부 출범으로 새해 수출 증가율은 작년보다 꺾일 것이라는 전망이 나온다.",국내공식통계,N,무역,수출 증가율,"반도체, 수출액, 수출 증가율",-,-,-,반도체,-,-,-,202308,-,M,확정,10.9%,KOSIS_VALUE,hcx,수출 증가율,반도체,2023-08,M,hcx,증감률,10.9,-,-,N,%,증감률,증가,전년동월,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출 증가율,반도체,2024,M,2023-08,,%,%,rate,rate_change,item,202208,Y,Y,,,READY,ELIGIBLE,
A0018-SP8114050F3A,A0018-SP8114050F3A-m2,A0018,반도체 덕에… 지난해 수출 6838억달러 역대 최대,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/6MYGM52QIVHUJBIZYYFBUW5IQM,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,지난달 수출액은 월간 기준으로 역대 최고치다.,"다만, 또 다른 수출 효자 품목인 자동차 수출의 부진과 관세 장벽 강화를 내세운 미국의 트럼프 2기 행정부 출범으로 새해 수출 증가율은 작년보다 꺾일 것이라는 전망이 나온다.",국내공식통계,N,무역,수출 증가율,"반도체, 수출액, 수출 증가율",-,-,-,반도체,-,-,-,202312,-,M,확정,31.5%,KOSIS_VALUE,hcx,수출 증가율,반도체,2023-12,M,hcx,증감률,31.5,-,-,N,%,증감률,증가,전년동월,수출 증가율은 작년 8월(10.9%)부터 11월까지 꺾이다가 지난달 들어 반도체 수출이 31.5% 불어나며 오름세로 돌아섰다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출 증가율,반도체,2024,M,2023-12,,%,%,rate,rate_change,item,202212,Y,Y,,,READY,ELIGIBLE,
A0019-SP206C76882C,A0019-SP206C76882C-m1,A0019,최상목 대행 “필요시 추가 경기보강 강구”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/7VLZMCNZCFH2JCMP262AEPOUFQ,"이 자리에서 그는 “올해 우리 경제는 미국 신정부 출범과 국내 정치상황이 맞물리며 어느 때보다 큰 대내외 불확실성에 직면할 것으로 예상된다”며 “성장률이 1.8% 수준으로 낮아지며 민생 어려움이 가중되고, 대외 신인도 영향도 우려된다”고 했다.",2일 최 권한대행은 정부서울청사에서 경제관계장관회의를 열고 ‘2025년 경제정책방향’을 발표했다.,그러면서 연초 경기 상황에 따라 추가경정예산(추경) 편성 등 추가 대책을 마련할 수 있음을 시사한 것이다.,국내공식통계,N,기타,성장률,"성장률, 경제정책방향, 민생 어려움, 대외 신인도",-,-,-,,-,-,-,2025,-,Y,확정,1.8%,KOSIS_VALUE,hcx,성장률,-,2025,Y,hcx,현재값,1.8,-,-,N,%,수준값,유지,전년,"""올해 우리 경제는 미국 신정부 출범과 국내 정치상황이 맞물리며 어느 때보다 큰 대내외 불확실성에 직면할 것으로 예상된다""며 ""성장률이 1.8% 수준으로 낮아지며 민생 어려움이 가중되고, 대외 신인도 영향도 우려된다""고 했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,성장률,,2025,Y,2025,,%,%,rate,level,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0020-SPE84B1B5437,A0020-SPE84B1B5437-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,한국로봇산업진흥원에 따르면 로봇화에 뛰어든 우리 기업은 2524곳(2023년 기준)으로 2019년보다 13%가량 증가했다.,기업들의 로봇 도입과 신기술 투자는 늘어나는 추세다.,"이들 중 41%는 로봇 관련 연구소 전담팀을 운영하고 있고, 특히 ‘전문서비스용 로봇(66.0%)’ ‘로봇임베디드(59.6%)’ ‘개인서비스용 로봇(49.4%)’에 비용을 투자하고 있었다.",국내공식통계,N,고용,로봇화에 뛰어든 기업 수,"로봇화, 기업, 증가",-,-,-,,-,-,-,2019,-,Y,확정,13%가량,KOSIS_VALUE,hcx,로봇화에 뛰어든 기업 수,-,2019,Y,hcx,증감률,13,-,-,Y,%,증감률,증가,전년,한국로봇산업진흥원에 따르면 로봇화에 뛰어든 우리 기업은 2524곳(2023년 기준)으로 2019년보다 13%가량 증가했다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,로봇화에 뛰어든 기업 수,,2023,Y,2019,,%,%,rate,rate_change,organization,2018,Y,Y,,,READY,ELIGIBLE,
A0020-SP6A79D2AE3A,A0020-SP6A79D2AE3A-m1,A0020,채용·인력배치 로봇 혁명… “관리·설계직 더 뽑고 야근도 확 줄어”,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/A7CI5RF3WNDZ3IYINXCYLMBVS4,"실시한 조사에 따르면, 이곳 중소제조업체의 40.7%는 “자금 조달이 어렵다”고 대답했다.",작년 한국산업단지공단이 경남 창원 산단을 중심으로,"“정부, 지자체 지원이 부족하다”고 답한 경우는 25.9%, “투자 비용 대비 회수 기간이 길다”고 답한 경우는 20.4%였다.",국내공식통계,N,고용,중소제조업체 자금 조달 어려움 비율,"중소제조업체, 자금 조달, 정부 지원, 투자 비용",-,-,-,,중소제조업체,-,-,2024,-,Y,확정,40.7%,KOSIS_VALUE,hcx,중소제조업체 자금 조달 어려움 비율,-,2024,Y,hcx,현재값,40.7,-,-,N,%,비중,-,전년,"[검증 대상 문장] 작년 한국산업단지공단이 경남 창원 산단을 중심으로 실시한 조사에 따르면, 이곳 중소제조업체의 40.7%는 ""자금 조달이 어렵다""고 대답했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,중소제조업체 자금 조달 어려움 비율,,2024,Y,2024,,%,%,rate,rate_level,organization,,Y,Y,,,READY,ELIGIBLE,
