claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,mapping_exclusion_code,mapping_exclusion_reason
A0024-C013,A0024-C013-m3,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,국내공식통계,N,재정·조세,대출 이자율,"정부, 세수 부족, 한국은행, 대출, 이자율",-,-,-,,-,-,-,2024Q3,-,Q,확정,3.543%,KOSIS_VALUE,hcx,대출 이자율,-,2024Q3,Q,hcx,이전값,3.543,-,-,N,%,수준값,감소,전분기,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,대출 이자율,,2024Q1,Q,%,%,rate,level,unspecified,,Y,,
A0024-C013,A0024-C013-m4,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,국내공식통계,N,재정·조세,대출 이자율,"정부, 세수 부족, 한국은행, 대출, 이자율",-,-,-,,-,-,-,2024Q4,-,Q,확정,3.302%,KOSIS_VALUE,hcx,대출 이자율,-,2024Q4,Q,hcx,이전값,3.302,-,-,N,%,수준값,감소,전분기,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,대출 이자율,,2024Q1,Q,%,%,rate,level,unspecified,,Y,,
A0026-C004,A0026-C004-m1,A0026,"선물환포지션 한도 풀고, 외화대출 규제도 완화",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/QWFKNTB7ZRARZGL4HKVD5NS234,"최근 미국 경제가 호조세를 보이고 있고, 트럼프 2기 행정부 출범과 국내 정치적 불안이 겹치면서 달러 대비 원화 환율은 지난달 말(30일) 오후 3시 30분 기준 1472.5원을 기록했다.",2일 기획재정부는 이 같은 내용이 담긴 외환시장 관련 ‘2025년 경제정책방향’을 발표했다.,국내 정치 상황의 불확실성이 계속되고 ‘미국 우선주의’를 앞세운 트럼프 2기 행정부 출범이 가까워짐에 따라 달러당 원화 환율 급등에 적극 대응하겠다는 것이다.,국내공식통계,N,금융·금리,달러 대비 원화 환율,"선물환포지션, 외화대출 규제, 환율 급등",-,-,-,,-,-,-,202501,-,M,확정,1472.5원,KOSIS_VALUE,hcx,달러 대비 원화 환율,-,202501,M,hcx,현재값,1472.5,-,-,N,원,수준값,-,전년동기,"최근 미국 경제가 호조세를 보이고 있고, 트럼프 2기 행정부 출범과 국내 정치적 불안이 겹치면서 달러 대비 원화 환율은 지난달 말(30일) 오후 3시 30분 기준 1472.5원을 기록했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,달러 대비 원화 환율,,202501,M,원,원,currency,amount,unspecified,,Y,,
A0029-C002,A0029-C002-m1,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"작년 국내 완성차 업체들의 판매량이 2023년 대비 0.6% 줄며, 3년만에 감소세로 돌아섰다.",한국 경제의 내수와 수출을 떠받치던 자동차 산업이 전기차 캐즘(수요 정체) 영향권에 본격 접어들면서 실적 부진에 빠졌다.,,국내공식통계,N,소매·소비,완성차 판매량,"완성차, 판매량, 감소세, 전기차, 캐즘",-,-,-,완성차,-,-,-,2023,-,Y,확정,0.6%,KOSIS_VALUE,hcx,완성차 판매량,완성차,2023,Y,hcx,증감률,0.6,-,-,N,%,증감률,감소,전년,"작년 국내 완성차 업체들의 판매량이 2023년 대비 0.6% 줄며, 3년만에 감소세로 돌아섰다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량 증감률,완성차,2024,Y,%,%,rate,rate_change,item,2022,Y,,
A0029-C003,A0029-C003-m1,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"경기 침체 속 내수 판매가 6%대 급감했고, 수출은 전체적으로 보합세를 보인 가운데 현대차와 르노코리아 등 판매량이 큰 폭으로 줄었다.","작년 국내 완성차 업체들의 판매량이 2023년 대비 0.6% 줄며, 3년만에 감소세로 돌아섰다.",한국 경제의 내수와 수출을 떠받치던 자동차 산업이 전기차 캐즘(수요 정체) 영향권에 본격 접어들면서 실적 부진에 빠졌다.,국내공식통계,N,소매·소비,완성차 판매량 증감률,"완성차, 판매량, 내수, 수출, 전기차, 캐즘",-,-,-,,-,-,-,2024,-,Y,확정,6%,KOSIS_VALUE,hcx,완성차 판매량 증감률,-,2024,Y,hcx,증감률,6,-,-,N,%,증감률,감소,전년,"경기 침체 속 내수 판매가 6%대 급감했고, 수출은 전체적으로 보합세를 보인 가운데 현대차와 르노코리아 등 판매량이 큰 폭으로 줄었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,,2024,Y,%,%,rate,rate_change,unspecified,2023,Y,,
A0029-C004,A0029-C004-m1,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"국내 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)는 작년 794만7170대를 국내외에 판매했다고 3일 밝혔다.","경기 침체 속 내수 판매가 6%대 급감했고, 수출은 전체적으로 보합세를 보인 가운데 현대차와 르노코리아 등 판매량이 큰 폭으로 줄었다.","작년 국내 완성차 업체들의 판매량이 2023년 대비 0.6% 줄며, 3년만에 감소세로 돌아섰다.",국내공식통계,Y,소매·소비,완성차 판매량,"완성차, 5사, 판매량, 감소세, 내수 부진, 전기차, 캐즘",-,-,-,자동차,-,-,-,2024,-,Y,확정,794만7170대,KOSIS_VALUE,hcx,완성차 판매량,자동차,2024,Y,hcx,현재값,7947170,-,-,N,대,수준값,-,전년,"국내 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)는 작년 794만7170대를 국내외에 판매했다고 3일 밝혔다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,자동차,2024,Y,대,대,count,count,vehicle,,Y,,
A0029-C005,A0029-C005-m1,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.","국내 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)는 작년 794만7170대를 국내외에 판매했다고 3일 밝혔다.","경기 침체 속 내수 판매가 6%대 급감했고, 수출은 전체적으로 보합세를 보인 가운데 현대차와 르노코리아 등 판매량이 큰 폭으로 줄었다.",국내공식통계,Y,소매·소비,완성차 판매량,"완성차, 판매량, 내수, 전기차, 캐즘",-,-,-,,-,-,-,2024,-,Y,확정,135만6706대,KOSIS_VALUE,hcx,완성차 판매량,-,2024,Y,hcx,현재값,1356706,-,-,N,대,수준값,감소,전년,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,,2024,Y,대,대,count,count,unspecified,,Y,,
A0029-C005,A0029-C005-m2,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.","국내 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)는 작년 794만7170대를 국내외에 판매했다고 3일 밝혔다.","경기 침체 속 내수 판매가 6%대 급감했고, 수출은 전체적으로 보합세를 보인 가운데 현대차와 르노코리아 등 판매량이 큰 폭으로 줄었다.",국내공식통계,Y,소매·소비,완성차 판매량 증감률,"완성차, 판매량, 내수, 전기차, 캐즘",-,-,-,,-,-,-,2024,-,Y,확정,6.4%,KOSIS_VALUE,hcx,완성차 판매량 증감률,-,2024,Y,hcx,증감률,6.4,-,-,N,%,증감률,감소,전년,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,,2024,Y,%,%,rate,rate_change,unspecified,2023,Y,,
A0029-C005,A0029-C005-m3,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.","국내 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)는 작년 794만7170대를 국내외에 판매했다고 3일 밝혔다.","경기 침체 속 내수 판매가 6%대 급감했고, 수출은 전체적으로 보합세를 보인 가운데 현대차와 르노코리아 등 판매량이 큰 폭으로 줄었다.",국내공식통계,Y,소매·소비,완성차 판매량,"완성차, 판매량, 내수, 전기차, 캐즘",-,-,-,,-,-,-,2024,-,Y,확정,658만4378대,KOSIS_VALUE,hcx,완성차 판매량,-,2024,Y,hcx,현재값,6584378,-,-,N,대,수준값,증가,전년,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,,2024,Y,대,대,count,count,unspecified,,Y,,
A0029-C005,A0029-C005-m4,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.","국내 완성차 5사(현대차, 기아, GM 한국사업장, KG모빌리티, 르노코리아)는 작년 794만7170대를 국내외에 판매했다고 3일 밝혔다.","경기 침체 속 내수 판매가 6%대 급감했고, 수출은 전체적으로 보합세를 보인 가운데 현대차와 르노코리아 등 판매량이 큰 폭으로 줄었다.",국내공식통계,Y,소매·소비,완성차 판매량 증감률,"완성차, 판매량, 내수, 전기차, 캐즘",-,-,-,,-,-,-,2024,-,Y,확정,0.7%,KOSIS_VALUE,hcx,완성차 판매량 증감률,-,2024,Y,hcx,증감률,0.7,-,-,N,%,증감률,증가,전년,"국내 판매는 135만6706대로 전년 대비 6.4% 줄었고, 해외 판매는 658만4378대로 같은 기간 0.7% 늘었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,,2024,Y,%,%,rate,rate_change,unspecified,2023,Y,,
A0029-C008,A0029-C008-m1,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"현대차는 지난해 판매량이 414만 1791대로, 2023년 대비 1.8% 감소했다.","고금리 속 경기 침체가 심화됐고, 충전 불편과 비싼 가격을 이유로 전기차 수요가 주춤한 영향이다.",작년 완성차 5사의 국내 판매는 하반기 신차를 낸 르노코리아를 제외하고 일제히 줄었다.,국내공식통계,Y,소매·소비,완성차 판매량,"완성차 5사, 내수 부진, 전기차 캐즘",-,-,-,자동차,-,-,-,2024,-,Y,확정,414만 1791대,KOSIS_VALUE,hcx,완성차 판매량,자동차,2024,Y,hcx,현재값,1791,-,-,N,대,수준값,감소,전년,"현대차는 지난해 판매량이 414만 1791대로, 2023년 대비 1.8% 감소했다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,자동차,2024,Y,대,대,count,count,vehicle,,Y,,
A0029-C008,A0029-C008-m2,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"현대차는 지난해 판매량이 414만 1791대로, 2023년 대비 1.8% 감소했다.","고금리 속 경기 침체가 심화됐고, 충전 불편과 비싼 가격을 이유로 전기차 수요가 주춤한 영향이다.",작년 완성차 5사의 국내 판매는 하반기 신차를 낸 르노코리아를 제외하고 일제히 줄었다.,국내공식통계,Y,소매·소비,완성차 판매량 증감률,"완성차 5사, 내수 부진, 전기차 캐즘",-,-,-,자동차,-,-,-,2023,-,Y,확정,1.8%,KOSIS_VALUE,hcx,완성차 판매량 증감률,자동차,2023,Y,hcx,증감률,1.8,-,-,N,%,증감률,감소,전년,"현대차는 지난해 판매량이 414만 1791대로, 2023년 대비 1.8% 감소했다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,자동차,2024,Y,%,%,rate,rate_change,vehicle,2022,Y,,
A0029-C009,A0029-C009-m1,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"해외 판매가 0.5% 줄었고, 국내 판매가 7.5% 급감했다.","현대차는 지난해 판매량이 414만 1791대로, 2023년 대비 1.8% 감소했다.","고금리 속 경기 침체가 심화됐고, 충전 불편과 비싼 가격을 이유로 전기차 수요가 주춤한 영향이다.",국내공식통계,Y,소매·소비,해외 판매 증감률,"완성차, 5사, 내수, 전기차, 캐즘",-,-,-,완성차,-,-,-,2024,-,Y,확정,0.5%,KOSIS_VALUE,hcx,해외 판매 증감률,완성차,2024,Y,hcx,증감률,0.5,-,-,N,%,증감률,감소,전년,"해외 판매가 0.5% 줄었고, 국내 판매가 7.5% 급감했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,,2024,Y,%,%,rate,rate_change,item,2023,Y,,
A0029-C009,A0029-C009-m2,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,"해외 판매가 0.5% 줄었고, 국내 판매가 7.5% 급감했다.","현대차는 지난해 판매량이 414만 1791대로, 2023년 대비 1.8% 감소했다.","고금리 속 경기 침체가 심화됐고, 충전 불편과 비싼 가격을 이유로 전기차 수요가 주춤한 영향이다.",국내공식통계,Y,소매·소비,국내 판매 증감률,"완성차, 5사, 내수, 전기차, 캐즘",-,-,-,완성차,-,-,-,2024,-,Y,확정,7.5%,KOSIS_VALUE,hcx,국내 판매 증감률,완성차,2024,Y,hcx,증감률,7.5,-,-,N,%,증감률,감소,전년,"해외 판매가 0.5% 줄었고, 국내 판매가 7.5% 급감했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,완성차 판매량,,2024,Y,%,%,rate,rate_change,item,2023,Y,,
A0029-C010,A0029-C010-m2,A0029,완성차 5사 판매량 3년만에 감소세로...내수 부진에 전기차 캐즘 본격화,2025-01-03,https://www.chosun.com/economy/auto/2025/01/03/N4AM2ZKHUBDXHOEEKGPMWO4Y2U,작년 국내에서 현대차의 전기차 판매량은 1년 전보다 27.7%나 줄었다.,"해외 판매가 0.5% 줄었고, 국내 판매가 7.5% 급감했다.","현대차는 지난해 판매량이 414만 1791대로, 2023년 대비 1.8% 감소했다.",국내공식통계,Y,소매·소비,전기차 판매량,"완성차, 판매량, 내수, 전기차, 캐즘",-,-,-,현대차,-,-,-,2024,-,Y,확정,27.7%,KOSIS_VALUE,hcx,전기차 판매량,현대차,2024,Y,hcx,증감률,27.7,-,-,N,%,증감률,감소,전년,작년 국내에서 현대차의 전기차 판매량은 1년 전보다 27.7%나 줄었다.,high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,전기차 판매량,현대차,2024,Y,%,%,rate,rate_change,item,2023,Y,,
A0030-C005,A0030-C005-m1,A0030,은행 선물환 규제 풀어 시장에 달러 공급,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/7FSYM4YTJJEFBNUC6B4JOHW2RE,"원화 환율은 올해 트럼프발(發) 달러 강세와 탄핵 정국 등 국내 정치 불확실성으로 과거 외환 위기, 금융 위기 때나 봤던 달러당 1500원 선을 넘어설 것이란 우려까지 나오고 있다.",하지만 원화 환율은 지난해 12월 19일 글로벌 금융 위기 이후 15년여 만에 달러당 1450원 선을 넘어서는 등 고공 행진 중이다.,2일 서울 외환시장에서 달러 대비 원화 환율은 오후 3시 30분 기준 전 거래일보다 5.9원 떨어진 달러당 1466.6원을 기록했다.,국내공식통계,N,금융·금리,원화 환율,"달러, 원화, 환율, 트럼프, 달러 강세, 탄핵 정국, 외환 위기, 금융 위기",-,-,-,,-,-,-,2025,-,Y,모호,1500원,KOSIS_VALUE,hcx,원화 환율,-,2025,Y,hcx,현재값,1500,-,-,N,원,수준값,-,전년,"원화 환율은 올해 트럼프발(發) 달러 강세와 탄핵 정국 등 국내 정치 불확실성으로 과거 외환 위기, 금융 위기 때나 봤던 달러당 1500원 선을 넘어설 것이란 우려까지 나오고 있다.",mid,Y,추정치인지 여부 확인 필요,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,원화 환율,,2025,Y,원,원,currency,amount,unspecified,,Y,,
A0031-C008,A0031-C008-m1,A0031,"추락하는 성장률, 내수 살려 떠받친다",2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/FS5OTJUQ7RC5JIPD2GEHE7U47Q,반도체 등 주력 수출 업종의 경쟁 심화와 이달 20일 출범하는 트럼프 정부의 관세 장벽 강화 등으로 수출 증가율은 작년 8.2%에서 올해 1.5%로 쪼그라들 것으로 봤다.,"정부는 ‘대내외 불확실성 확대’를 올해 경제 여건으로 규정하고, 민생경제회복과 대외신인도 관리, 통상 환경 불확실성 대응, 산업 경쟁력 강화 등 4대 방향을 중심으로 경제정책을 추진하기로 했다.",최상목 대통령 권한대행 부총리 겸 기획재정부 장관은 2일 경제관계장관회의를 열고 이 같은 내용의 ‘2025년 경제정책방향’을 발표했다.,국내공식통계,N,무역,수출 증가율,"성장률, 내수, 수출 업종, 경쟁 심화, 관세 장벽",-,-,-,반도체,-,-,-,2024,-,Y,확정,작년 8.2%,KOSIS_VALUE,hcx,수출 증가율,반도체,2024,Y,hcx,이전값,8.2,-,-,N,%,증감률,증가,전년,반도체 등 주력 수출 업종의 경쟁 심화와 이달 20일 출범하는 트럼프 정부의 관세 장벽 강화 등으로 수출 증가율은 작년 8.2%에서 올해 1.5%로 쪼그라들 것으로 봤다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출 증가율,반도체,2025,Y,%,%,rate,rate_change,item,2023,Y,,
A0031-C008,A0031-C008-m2,A0031,"추락하는 성장률, 내수 살려 떠받친다",2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/FS5OTJUQ7RC5JIPD2GEHE7U47Q,반도체 등 주력 수출 업종의 경쟁 심화와 이달 20일 출범하는 트럼프 정부의 관세 장벽 강화 등으로 수출 증가율은 작년 8.2%에서 올해 1.5%로 쪼그라들 것으로 봤다.,"정부는 ‘대내외 불확실성 확대’를 올해 경제 여건으로 규정하고, 민생경제회복과 대외신인도 관리, 통상 환경 불확실성 대응, 산업 경쟁력 강화 등 4대 방향을 중심으로 경제정책을 추진하기로 했다.",최상목 대통령 권한대행 부총리 겸 기획재정부 장관은 2일 경제관계장관회의를 열고 이 같은 내용의 ‘2025년 경제정책방향’을 발표했다.,국내공식통계,N,무역,수출 증가율,"성장률, 내수, 수출 업종, 경쟁 심화, 관세 장벽",-,-,-,반도체,-,-,-,2025,-,Y,확정,올해 1.5%,KOSIS_VALUE,hcx,수출 증가율,반도체,2025,Y,hcx,현재값,1.5,-,-,N,%,증감률,증가,전년,반도체 등 주력 수출 업종의 경쟁 심화와 이달 20일 출범하는 트럼프 정부의 관세 장벽 강화 등으로 수출 증가율은 작년 8.2%에서 올해 1.5%로 쪼그라들 것으로 봤다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,수출 증가율,반도체,2025,Y,%,%,rate,rate_change,item,2024,Y,,
A0032-C011,A0032-C011-m1,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",가축방역관으로 일할 수의사 지원자를 찾기 어렵자 수의직이 아닌 축산직이나 농업직이 업무를 대체하기도 한다.,지난해 9월엔 전국 지자체 중 최초로 수의직을 6급으로 선발한 강원도도 총 18명을 뽑겠다고 했다가 15명만 충원하기도 했다.,국내공식통계,N,보건·복지,전국 가축방역관 정원,"수의직, 공무원, 정원, 가축방역관",-,-,-,,-,-,-,2024Q3,-,Q,확정,1061명,KOSIS_VALUE,hcx,전국 가축방역관 정원,-,2024Q3,Q,hcx,현재값,1061,-,-,N,명,수준값,-,전분기,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,전국 가축방역관 정원,,2024Q3,Q,명,명,person_count,count,unspecified,,Y,,
A0032-C011,A0032-C011-m2,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",가축방역관으로 일할 수의사 지원자를 찾기 어렵자 수의직이 아닌 축산직이나 농업직이 업무를 대체하기도 한다.,지난해 9월엔 전국 지자체 중 최초로 수의직을 6급으로 선발한 강원도도 총 18명을 뽑겠다고 했다가 15명만 충원하기도 했다.,국내공식통계,N,보건·복지,전국 가축방역관 정원,"수의직, 공무원, 정원, 가축방역관",-,-,-,,-,-,-,2024Q2,-,Q,확정,1214명,KOSIS_VALUE,hcx,전국 가축방역관 정원,-,2024Q2,Q,hcx,이전값,1214,-,-,N,명,수준값,-,전분기,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,전국 가축방역관 정원,,2024Q3,Q,명,명,person_count,count,unspecified,,Y,,
A0032-C011,A0032-C011-m3,A0032,수의직 7급→6급 높여도… “공무원 안 하죠”,2025-01-03,https://www.chosun.com/economy/economy_general/2025/01/03/TAEI2K7JCBBI5FCC7FT5WEJMRE,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",가축방역관으로 일할 수의사 지원자를 찾기 어렵자 수의직이 아닌 축산직이나 농업직이 업무를 대체하기도 한다.,지난해 9월엔 전국 지자체 중 최초로 수의직을 6급으로 선발한 강원도도 총 18명을 뽑겠다고 했다가 15명만 충원하기도 했다.,국내공식통계,N,보건·복지,전국 가축방역관 정원 감소폭,"수의직, 공무원, 정원, 가축방역관",-,-,-,,-,-,-,2024Q3,-,Q,확정,100명,KOSIS_VALUE,hcx,전국 가축방역관 정원 감소폭,-,2024Q3,Q,hcx,증감값,100,-,-,N,명,증감량,감소,전분기,"지난해 9월 전국 가축방역관 정원은 1061명으로, 두 달 전 정원(1214명)보다 100명 넘게 줄어들었다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,전국 가축방역관 정원,,2024Q3,Q,명,명,person_count,absolute_change,unspecified,,Y,,
A0041-C002,A0041-C002-m1,A0041,치솟는 환율에 식품 물가도 급등,2025-01-04,https://www.chosun.com/economy/economy_general/2025/01/04/7SPGFC4RFZEDLDPFTQHVDM2K2E,지난해 12월부터 달러 대비 원화 환율이 1400원 선을 넘는 고환율이 장기화하면서 해외에서 수입해 오는 식품 원재료 가격이 치솟은 탓이다.,환율 상승으로 주요 먹거리와 생활필수품 가격이 줄줄이 오르면서 장바구니 물가에 빨간 경보등이 켜졌다.,,국내공식통계,N,물가,달러 대비 원화 환율,"환율, 식품 원재료 가격",-,-,-,,-,-,-,202412,-,M,확정,1400원,KOSIS_VALUE,hcx,달러 대비 원화 환율,-,202412,M,hcx,현재값,1400,-,-,N,원,수준값,-,전년동기,지난해 12월부터 달러 대비 원화 환율이 1400원 선을 넘는 고환율이 장기화하면서 해외에서 수입해 오는 식품 원재료 가격이 치솟은 탓이다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,달러 대비 원화 환율,,202412,M,원,원,currency,amount,unspecified,,Y,,
